type,unit,ano_inicio,ano_fim,duracao_anos,tmi_inicio,tmi_fim,delta_tmi,delta_pct,classificacao,ano_inicial_serie,ano_final_serie,tmi_inicial_serie,tmi_final_serie,delta_geral_tmi,delta_geral_pct,trajetoria_geral
Região BR,Centro-Oeste,2019,2022,3,11.8995570743278,12.631244901955201,0.7316878276274004,6.1488660717124555,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2019,2023,4,11.8995570743278,12.9240763464128,1.0245192720849996,8.609726107329706,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2020,2021,1,11.2504962181217,11.8206151212436,0.5701189031218998,5.067500064606767,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2020,2022,2,11.2504962181217,12.631244901955201,1.3807486838335006,12.272780302876463,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2020,2023,3,11.2504962181217,12.9240763464128,1.6735801282910998,14.875611669424726,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2021,2022,1,11.8206151212436,12.631244901955201,0.8106297807116007,6.857763089289359,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2021,2023,2,11.8206151212436,12.9240763464128,1.1034612251692,9.33505755708175,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2022,2023,1,12.631244901955201,12.9240763464128,0.29283144445759923,2.318310243610844,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Nordeste,2012,2013,1,16.404075292999998,16.383592819,-0.020482473999997808,-0.12486210672745246,Estagnação,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Nordeste,2015,2016,1,14.0311472211047,14.6044772650428,0.5733300439380997,4.08612378520079,Reversão,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Nordeste,2015,2017,2,14.0311472211047,14.2446808356974,0.21353361459270026,1.5218542805360835,Reversão,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Nordeste,2015,2022,7,14.0311472211047,14.2357954999037,0.2046482787990005,1.4585284836238,Reversão,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Nordeste,2015,2023,8,14.0311472211047,13.9894748289763,-0.04167239212839924,-0.29699917955189337,Estagnação,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Nordeste,2017,2022,5,14.2446808356974,14.2357954999037,-0.008885335793699767,-0.06237651721499038,Estagnação,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Nordeste,2018,2019,1,13.7501422502583,13.8595033300129,0.10936107975460096,0.7953450790848748,Reversão,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Nordeste,2018,2022,4,13.7501422502583,14.2357954999037,0.48565324964540046,3.531987093706457,Reversão,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Nordeste,2018,2023,5,13.7501422502583,13.9894748289763,0.23933257871800073,1.7405825653440399,Reversão,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Nordeste,2019,2022,3,13.8595033300129,14.2357954999037,0.3762921698907995,2.715048013848631,Reversão,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Nordeste,2019,2023,4,13.8595033300129,13.9894748289763,0.12997149896339977,0.9377789078627741,Reversão,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Nordeste,2020,2021,1,13.2244961007811,13.4135893343839,0.18909323360280084,1.429870992147908,Reversão,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Nordeste,2020,2022,2,13.2244961007811,14.2357954999037,1.011299399122601,7.647167736416582,Reversão,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Nordeste,2020,2023,3,13.2244961007811,13.9894748289763,0.7649787281952012,5.784558612785395,Reversão,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Nordeste,2021,2022,1,13.4135893343839,14.2357954999037,0.8222061655198001,6.129650647736673,Reversão,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Nordeste,2021,2023,2,13.4135893343839,13.9894748289763,0.5758854945924003,4.29329898386106,Reversão,2000,2023,41.1834750134,13.9894748289763,-27.1940001844237,-66.03133945247578,Queda geral
Região BR,Norte,2015,2016,1,15.1973773072638,15.6611292542624,0.4637519469986007,3.0515261786449477,Reversão,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2015,2017,2,15.1973773072638,15.5542402851767,0.35686297791290045,2.3481879188610666,Reversão,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2015,2018,3,15.1973773072638,15.639228727512,0.44185142024820045,2.907418900740266,Reversão,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2015,2019,4,15.1973773072638,15.3330584792571,0.13568117199329954,0.8927933369690555,Reversão,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2015,2021,6,15.1973773072638,15.1203298630263,-0.07704744423750043,-0.5069785574164487,Estagnação,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2015,2022,7,15.1973773072638,15.2444633006708,0.04708599340700026,0.30982973216369114,Estagnação,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2015,2023,8,15.1973773072638,16.0426370561149,0.8452597488510989,5.561879077958376,Reversão,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2016,2018,2,15.6611292542624,15.639228727512,-0.021900526750400218,-0.13984002299476384,Estagnação,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2016,2023,7,15.6611292542624,16.0426370561149,0.3815078018524982,2.4360171968357047,Reversão,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2017,2018,1,15.5542402851767,15.639228727512,0.08498844233530001,0.546400472006936,Estagnação,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2017,2023,6,15.5542402851767,16.0426370561149,0.48839677093819844,3.139959020715688,Reversão,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2018,2023,5,15.639228727512,16.0426370561149,0.40340832860289844,2.5794643433613595,Reversão,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2019,2022,3,15.3330584792571,15.2444633006708,-0.08859517858629928,-0.5778050002623547,Estagnação,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2019,2023,4,15.3330584792571,16.0426370561149,0.7095785768577993,4.627769324807129,Reversão,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2020,2021,1,14.7225788101868,15.1203298630263,0.3977510528394994,2.701639827964719,Reversão,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2020,2022,2,14.7225788101868,15.2444633006708,0.5218844904840001,3.5447899258171933,Reversão,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2020,2023,3,14.7225788101868,16.0426370561149,1.3200582459280987,8.96621619722442,Reversão,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2021,2022,1,15.1203298630263,15.2444633006708,0.12413343764450069,0.8209704336414214,Reversão,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2021,2023,2,15.1203298630263,16.0426370561149,0.9223071930885993,6.099782223296035,Reversão,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Norte,2022,2023,1,15.2444633006708,16.0426370561149,0.7981737554440986,5.235827196415488,Reversão,2000,2023,33.6558264132,16.0426370561149,-17.613189357085105,-52.33325469665815,Queda geral
Região BR,Sudeste,2010,2011,1,12.8505200742,12.9612495434,0.11072946919999893,0.8616730572820197,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2014,2023,9,11.933541684,11.8713096406165,-0.0622320433834993,-0.5214884652972485,Estagnação,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2015,2016,1,11.3162165752715,11.701569080286,0.3853525050144988,3.4053122123570922,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2015,2017,2,11.3162165752715,11.3432230424685,0.027006467196999395,0.238652795458294,Estagnação,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2015,2018,3,11.3162165752715,11.2637578313301,-0.0524587439414006,-0.4635714029725735,Estagnação,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2015,2019,4,11.3162165752715,11.6298289679238,0.3136123926522991,2.77135375208013,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2015,2022,7,11.3162165752715,11.7425392576073,0.4263226823357993,3.7673605793955067,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2015,2023,8,11.3162165752715,11.8713096406165,0.5550930653449999,4.905288456196599,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2016,2019,3,11.701569080286,11.6298289679238,-0.07174011236219968,-0.613081133564064,Estagnação,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2016,2022,6,11.701569080286,11.7425392576073,0.04097017732130048,0.35012550060764536,Estagnação,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2016,2023,7,11.701569080286,11.8713096406165,0.1697405603305011,1.4505794835366848,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2017,2018,1,11.3432230424685,11.2637578313301,-0.0794652111384,-0.7005523107575851,Estagnação,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2017,2019,2,11.3432230424685,11.6298289679238,0.2866059254552997,2.5266709856824665,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2017,2022,5,11.3432230424685,11.7425392576073,0.3993162151387999,3.520306474128021,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2017,2023,6,11.3432230424685,11.8713096406165,0.5280865981480005,4.65552511989642,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2018,2019,1,11.2637578313301,11.6298289679238,0.3660711365936997,3.2499911847844842,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2018,2022,4,11.2637578313301,11.7425392576073,0.4787814262771999,4.250636718639944,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2018,2023,5,11.2637578313301,11.8713096406165,0.6075518092864005,5.393864271446769,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2019,2022,3,11.6298289679238,11.7425392576073,0.11271028968350016,0.9691482995525247,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2019,2023,4,11.6298289679238,11.8713096406165,0.2414806726927008,2.0763905759811907,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2020,2021,1,10.6283240263682,11.0728969672362,0.44457294086800125,4.1829072934269185,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2020,2022,2,10.6283240263682,11.7425392576073,1.1142152312391005,10.48345184503976,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2020,2023,3,10.6283240263682,11.8713096406165,1.2429856142483011,11.695029349543095,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2021,2022,1,11.0728969672362,11.7425392576073,0.6696422903710992,6.047579891265276,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2021,2023,2,11.0728969672362,11.8713096406165,0.7984126733802999,7.210512982670547,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sudeste,2022,2023,1,11.7425392576073,11.8713096406165,0.12877038300920063,1.0966144560749846,Reversão,2000,2023,20.3074684265,11.8713096406165,-8.436158785883501,-41.542148970547366,Queda geral
Região BR,Sul,2001,2002,1,15.6989392316,15.8804739961,0.1815347644999985,1.156350514018123,Reversão,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2003,2004,1,14.8903902561,14.8855740641,-0.00481619199999983,-0.032344296671649175,Estagnação,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2007,2008,1,12.4631828307,12.7713520692,0.30816923850000144,2.4726367468581367,Reversão,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2009,2011,2,11.7940423209,11.7444598918,-0.049582429099999104,-0.4204023332368023,Estagnação,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2010,2011,1,11.5639658373,11.7444598918,0.18049405450000044,1.5608317859069576,Reversão,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2013,2014,1,10.7692363611,10.8440247111,0.07478834999999862,0.694462889403602,Estagnação,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2016,2017,1,10.0112591655003,10.2266073770091,0.21534821150880035,2.1510602008077973,Reversão,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2016,2018,2,10.0112591655003,10.0300146072715,0.0187554417711997,0.18734348458215866,Estagnação,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2016,2019,3,10.0112591655003,10.2775001791404,0.26624101364009967,2.6594158560752312,Reversão,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2016,2022,6,10.0112591655003,10.2936110193856,0.2823518538852987,2.8203430679160535,Reversão,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2016,2023,7,10.0112591655003,10.0209407161202,0.009681550619900392,0.09670662261209717,Estagnação,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2017,2019,2,10.2266073770091,10.2775001791404,0.05089280213129932,0.4976508851382455,Estagnação,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2017,2022,5,10.2266073770091,10.2936110193856,0.06700364237649836,0.655189349765517,Estagnação,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2018,2019,1,10.0300146072715,10.2775001791404,0.24748557186889997,2.4674497651227645,Reversão,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2018,2022,4,10.0300146072715,10.2936110193856,0.263596412114099,2.628076054076711,Reversão,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2018,2023,5,10.0300146072715,10.0209407161202,-0.009073891151299307,-0.0904673772331388,Estagnação,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2019,2022,3,10.2775001791404,10.2936110193856,0.016110840245199043,0.15675835528465853,Estagnação,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2020,2021,1,9.13119591811128,9.50343607415971,0.37224015604843075,4.0765761613997364,Reversão,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2020,2022,2,9.13119591811128,10.2936110193856,1.1624151012743198,12.730151797189304,Reversão,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2020,2023,3,9.13119591811128,10.0209407161202,0.8897447980089215,9.744011693409792,Reversão,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2021,2022,1,9.50343607415971,10.2936110193856,0.790174945225889,8.314623669373766,Reversão,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
Região BR,Sul,2021,2023,2,9.50343607415971,10.0209407161202,0.5175046419604907,5.445447708830398,Reversão,2000,2023,17.1966985669,10.0209407161202,-7.175757850779799,-41.7275317286285,Queda geral
