type,unit,ano_inicio,ano_fim,duracao_anos,tmi_inicio,tmi_fim,delta_tmi,delta_pct,classificacao,ano_inicial_serie,ano_final_serie,tmi_inicial_serie,tmi_final_serie,delta_geral_tmi,delta_geral_pct,trajetoria_geral
País LATAM,Cuba,2013,2018,5,4.7,5.2,0.5,10.63829787234043,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2013,2019,6,4.7,5.4,0.7000000000000002,14.893617021276606,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2013,2020,7,4.7,5.7,1,21.27659574468086,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2013,2021,8,4.7,6,1.2999999999999998,27.65957446808509,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2013,2022,9,4.7,6.3,1.5999999999999996,34.04255319148935,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2013,2023,10,4.7,6.6,1.8999999999999995,40.4255319148936,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2014,2015,1,4.8,4.8,0,0,Estagnação,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2014,2016,2,4.8,4.9,0.10000000000000053,2.083333333333348,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2014,2017,3,4.8,5,0.20000000000000018,4.166666666666674,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2014,2018,4,4.8,5.2,0.40000000000000036,8.333333333333348,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2014,2019,5,4.8,5.4,0.6000000000000005,12.500000000000021,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2014,2020,6,4.8,5.7,0.9000000000000004,18.75,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2014,2021,7,4.8,6,1.2000000000000002,25,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2014,2022,8,4.8,6.3,1.5,31.25,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2014,2023,9,4.8,6.6,1.7999999999999998,37.5,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2015,2016,1,4.8,4.9,0.10000000000000053,2.083333333333348,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2015,2017,2,4.8,5,0.20000000000000018,4.166666666666674,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2015,2018,3,4.8,5.2,0.40000000000000036,8.333333333333348,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2015,2019,4,4.8,5.4,0.6000000000000005,12.500000000000021,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2015,2020,5,4.8,5.7,0.9000000000000004,18.75,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2015,2021,6,4.8,6,1.2000000000000002,25,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2015,2022,7,4.8,6.3,1.5,31.25,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2015,2023,8,4.8,6.6,1.7999999999999998,37.5,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2016,2017,1,4.9,5,0.09999999999999964,2.0408163265306145,Estagnação,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2016,2018,2,4.9,5.2,0.2999999999999998,6.1224489795918435,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2016,2019,3,4.9,5.4,0.5,10.20408163265305,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2016,2020,4,4.9,5.7,0.7999999999999998,16.326530612244895,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2016,2021,5,4.9,6,1.0999999999999996,22.448979591836714,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2016,2022,6,4.9,6.3,1.3999999999999995,28.57142857142856,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2016,2023,7,4.9,6.6,1.6999999999999993,34.69387755102038,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2017,2018,1,5,5.2,0.20000000000000018,4.0000000000000036,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2017,2019,2,5,5.4,0.40000000000000036,8.000000000000007,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2017,2020,3,5,5.7,0.7000000000000002,14.000000000000012,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2017,2021,4,5,6,1,19.999999999999996,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2017,2022,5,5,6.3,1.2999999999999998,26,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2017,2023,6,5,6.6,1.5999999999999996,31.999999999999986,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2018,2019,1,5.2,5.4,0.20000000000000018,3.8461538461538547,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2018,2020,2,5.2,5.7,0.5,9.615384615384626,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2018,2021,3,5.2,6,0.7999999999999998,15.384615384615374,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2018,2022,4,5.2,6.3,1.0999999999999996,21.153846153846146,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2018,2023,5,5.2,6.6,1.3999999999999995,26.923076923076916,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2019,2020,1,5.4,5.7,0.2999999999999998,5.555555555555558,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2019,2021,2,5.4,6,0.5999999999999996,11.111111111111093,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2019,2022,3,5.4,6.3,0.8999999999999995,16.66666666666665,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2019,2023,4,5.4,6.6,1.1999999999999993,22.22222222222221,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2020,2021,1,5.7,6,0.2999999999999998,5.263157894736836,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2020,2022,2,5.7,6.3,0.5999999999999996,10.526315789473673,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2020,2023,3,5.7,6.6,0.8999999999999995,15.78947368421051,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2021,2022,1,6,6.3,0.2999999999999998,5.000000000000004,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2021,2023,2,6,6.6,0.5999999999999996,9.999999999999986,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Cuba,2022,2023,1,6.3,6.6,0.2999999999999998,4.761904761904767,Reversão,2000,2023,6.8,6.6,-0.20000000000000018,-2.941176470588236,Queda geral
País LATAM,Dominican Republic,2005,2015,10,31.2,31.2,0,0,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2005,2016,11,31.2,31.3,0.10000000000000142,0.3205128205128194,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2005,2017,12,31.2,31.3,0.10000000000000142,0.3205128205128194,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2005,2018,13,31.2,31.2,0,0,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2006,2014,8,31,31,0,0,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2006,2015,9,31,31.2,0.1999999999999993,0.6451612903225712,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2006,2016,10,31,31.3,0.3000000000000007,0.967741935483879,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2006,2017,11,31,31.3,0.3000000000000007,0.967741935483879,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2006,2018,12,31,31.2,0.1999999999999993,0.6451612903225712,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2007,2008,1,30.9,30.8,-0.09999999999999787,-0.3236245954692518,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2007,2011,4,30.9,30.8,-0.09999999999999787,-0.3236245954692518,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2007,2012,5,30.9,30.8,-0.09999999999999787,-0.3236245954692518,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2007,2013,6,30.9,30.9,0,0,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2007,2014,7,30.9,31,0.10000000000000142,0.3236245954692629,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2007,2015,8,30.9,31.2,0.3000000000000007,0.9708737864077666,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2007,2016,9,30.9,31.3,0.40000000000000213,1.2944983818770295,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2007,2017,10,30.9,31.3,0.40000000000000213,1.2944983818770295,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2007,2018,11,30.9,31.2,0.3000000000000007,0.9708737864077666,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2007,2019,12,30.9,30.9,0,0,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2008,2011,3,30.8,30.8,0,0,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2008,2012,4,30.8,30.8,0,0,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2008,2013,5,30.8,30.9,0.09999999999999787,0.32467532467532756,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2008,2014,6,30.8,31,0.1999999999999993,0.6493506493506551,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2008,2015,7,30.8,31.2,0.3999999999999986,1.298701298701288,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2008,2016,8,30.8,31.3,0.5,1.6233766233766156,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2008,2017,9,30.8,31.3,0.5,1.6233766233766156,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2008,2018,10,30.8,31.2,0.3999999999999986,1.298701298701288,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2008,2019,11,30.8,30.9,0.09999999999999787,0.32467532467532756,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2009,2010,1,30.7,30.7,0,0,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2009,2011,2,30.7,30.8,0.10000000000000142,0.32573289902280145,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2009,2012,3,30.7,30.8,0.10000000000000142,0.32573289902280145,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2009,2013,4,30.7,30.9,0.1999999999999993,0.6514657980456029,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2009,2014,5,30.7,31,0.3000000000000007,0.9771986970684043,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2009,2015,6,30.7,31.2,0.5,1.6286644951140072,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2009,2016,7,30.7,31.3,0.6000000000000014,1.9543973941368087,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2009,2017,8,30.7,31.3,0.6000000000000014,1.9543973941368087,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2009,2018,9,30.7,31.2,0.5,1.6286644951140072,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2009,2019,10,30.7,30.9,0.1999999999999993,0.6514657980456029,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2010,2011,1,30.7,30.8,0.10000000000000142,0.32573289902280145,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2010,2012,2,30.7,30.8,0.10000000000000142,0.32573289902280145,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2010,2013,3,30.7,30.9,0.1999999999999993,0.6514657980456029,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2010,2014,4,30.7,31,0.3000000000000007,0.9771986970684043,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2010,2015,5,30.7,31.2,0.5,1.6286644951140072,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2010,2016,6,30.7,31.3,0.6000000000000014,1.9543973941368087,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2010,2017,7,30.7,31.3,0.6000000000000014,1.9543973941368087,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2010,2018,8,30.7,31.2,0.5,1.6286644951140072,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2010,2019,9,30.7,30.9,0.1999999999999993,0.6514657980456029,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2011,2012,1,30.8,30.8,0,0,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2011,2013,2,30.8,30.9,0.09999999999999787,0.32467532467532756,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2011,2014,3,30.8,31,0.1999999999999993,0.6493506493506551,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2011,2015,4,30.8,31.2,0.3999999999999986,1.298701298701288,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2011,2016,5,30.8,31.3,0.5,1.6233766233766156,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2011,2017,6,30.8,31.3,0.5,1.6233766233766156,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2011,2018,7,30.8,31.2,0.3999999999999986,1.298701298701288,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2011,2019,8,30.8,30.9,0.09999999999999787,0.32467532467532756,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2012,2013,1,30.8,30.9,0.09999999999999787,0.32467532467532756,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2012,2014,2,30.8,31,0.1999999999999993,0.6493506493506551,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2012,2015,3,30.8,31.2,0.3999999999999986,1.298701298701288,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2012,2016,4,30.8,31.3,0.5,1.6233766233766156,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2012,2017,5,30.8,31.3,0.5,1.6233766233766156,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2012,2018,6,30.8,31.2,0.3999999999999986,1.298701298701288,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2012,2019,7,30.8,30.9,0.09999999999999787,0.32467532467532756,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2013,2014,1,30.9,31,0.10000000000000142,0.3236245954692629,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2013,2015,2,30.9,31.2,0.3000000000000007,0.9708737864077666,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2013,2016,3,30.9,31.3,0.40000000000000213,1.2944983818770295,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2013,2017,4,30.9,31.3,0.40000000000000213,1.2944983818770295,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2013,2018,5,30.9,31.2,0.3000000000000007,0.9708737864077666,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2013,2019,6,30.9,30.9,0,0,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2014,2015,1,31,31.2,0.1999999999999993,0.6451612903225712,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2014,2016,2,31,31.3,0.3000000000000007,0.967741935483879,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2014,2017,3,31,31.3,0.3000000000000007,0.967741935483879,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2014,2018,4,31,31.2,0.1999999999999993,0.6451612903225712,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2015,2016,1,31.2,31.3,0.10000000000000142,0.3205128205128194,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2015,2017,2,31.2,31.3,0.10000000000000142,0.3205128205128194,Reversão,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2015,2018,3,31.2,31.2,0,0,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Dominican Republic,2016,2017,1,31.3,31.3,0,0,Estagnação,2000,2023,33.6,28.4,-5.200000000000003,-15.476190476190489,Queda geral
País LATAM,Ecuador,2022,2023,1,11.2,11.1,-0.09999999999999964,-0.8928571428571397,Estagnação,2000,2023,24.1,11.1,-13.000000000000002,-53.94190871369295,Queda geral
País LATAM,Panama,2014,2015,1,13.7,13.6,-0.09999999999999964,-0.7299270072992692,Estagnação,2000,2023,20.3,10.6,-9.700000000000001,-47.7832512315271,Queda geral
País LATAM,Panama,2015,2016,1,13.6,13.5,-0.09999999999999964,-0.7352941176470562,Estagnação,2000,2023,20.3,10.6,-9.700000000000001,-47.7832512315271,Queda geral
País LATAM,Panama,2016,2017,1,13.5,13.4,-0.09999999999999964,-0.7407407407407418,Estagnação,2000,2023,20.3,10.6,-9.700000000000001,-47.7832512315271,Queda geral
País LATAM,Peru,2016,2017,1,14.5,14.4,-0.09999999999999964,-0.6896551724137945,Estagnação,2000,2023,29.9,13.5,-16.4,-54.84949832775919,Queda geral
País LATAM,Peru,2017,2018,1,14.4,14.3,-0.09999999999999964,-0.694444444444442,Estagnação,2000,2023,29.9,13.5,-16.4,-54.84949832775919,Queda geral
País LATAM,Peru,2019,2020,1,14.2,14.1,-0.09999999999999964,-0.7042253521126751,Estagnação,2000,2023,29.9,13.5,-16.4,-54.84949832775919,Queda geral
País LATAM,Peru,2020,2021,1,14.1,14,-0.09999999999999964,-0.7092198581560294,Estagnação,2000,2023,29.9,13.5,-16.4,-54.84949832775919,Queda geral
País LATAM,Uruguay,2022,2023,1,5.6,5.5,-0.09999999999999964,-1.7857142857142794,Estagnação,2000,2023,14.7,5.5,-9.2,-62.585034013605444,Queda geral
Região BR,Centro-Oeste,2003,2004,1,21.0947162681,21.2572098008,0.16249353269999744,0.7703044242681978,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2010,2011,1,14.3711200172,14.4170304573,0.04591044009999834,0.3194632015114385,Estagnação,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2010,2012,2,14.3711200172,14.3042774311,-0.06684258610000171,-0.46511744401273036,Estagnação,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2012,2013,1,14.3042774311,14.2120343881,-0.09224304299999986,-0.6448633525482861,Estagnação,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2015,2016,1,12.3299419302937,12.7243744001057,0.394432469812001,3.198980757913472,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2015,2022,7,12.3299419302937,12.631244901955201,0.3013029716615012,2.4436690242735315,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2015,2023,8,12.3299419302937,12.9240763464128,0.5941344161191005,4.818631097194048,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2016,2022,6,12.7243744001057,12.631244901955201,-0.09312949815049976,-0.7318984432721942,Estagnação,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2016,2023,7,12.7243744001057,12.9240763464128,0.19970194630709948,1.5694441237554368,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2017,2018,1,11.6844562163493,11.8800560173897,0.19559980104039987,1.6740171508085266,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2017,2019,2,11.6844562163493,11.8995570743278,0.21510085797850031,1.8409145791271175,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2017,2021,4,11.6844562163493,11.8206151212436,0.13615890489429994,1.1652994574431474,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2017,2022,5,11.6844562163493,12.631244901955201,0.9467886856059007,8.102976022804743,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2017,2023,6,11.6844562163493,12.9240763464128,1.2396201300635,10.609138389589589,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2018,2019,1,11.8800560173897,11.8995570743278,0.019501056938100447,0.1641495369176349,Estagnação,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2018,2021,3,11.8800560173897,11.8206151212436,-0.05944089614609993,-0.5003418844077179,Estagnação,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2018,2022,4,11.8800560173897,12.631244901955201,0.7511888845655008,6.323108943812472,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2018,2023,5,11.8800560173897,12.9240763464128,1.0440203290231,8.788008469782405,Reversão,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
Região BR,Centro-Oeste,2019,2021,2,11.8995570743278,11.8206151212436,-0.07894195308420038,-0.6634024492769619,Estagnação,2000,2023,23.3320353545,12.9240763464128,-10.4079590080872,-44.60802004605158,Queda geral
